                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0
            date  Closing Price
0            NaN            NaN
1    31 Dec 2021        1829.05
2    30 Dec 2021        1815.73
3    29 Dec 2021        1804.64
4    28 Dec 2021        1806.72
5    27 Dec 2021        1812.46
6    24 Dec 2021        1808.39
7    23 Dec 2021        1808.86
8    22 Dec 2021        1803.75
9    21 Dec 2021        1790.55
10   20 Dec 2021        1791.35
11   17 Dec 2021        1798.19
12   16 Dec 2021        1798.83
13   15 Dec 2021        1779.78
14   14 Dec 2021        1772.51
15   13 Dec 2021        1785.90
16   10 Dec 2021        1783.15
17   09 Dec 2021        1776.42
18   08 Dec 2021        1783.70
19   07 Dec 2021        1784.70
20   06 Dec 2021        1781.00
21   03 Dec 2021        1783.45
22   02 Dec 2021        1769.12
23   01 Dec 2021        1781.91
24   30 Nov 2021        1773.46
25   29 Nov 2021        1786.93
26   26 Nov 2021        1792.60
27   25 Nov 2021        1792.00
28   24 Nov 2021        1789.58
29   23 Nov 2021        1790.68
30   22 Nov 2021        1809.10
31   19 Nov 2021        1846.02
32   18 Nov 2021        1859.66
33   17 Nov 2021        1866.70
34   16 Nov 2021        1850.35
35   15 Nov 2021        1862.41
36   12 Nov 2021        1864.53
37   11 Nov 2021        1862.48
38   10 Nov 2021        1848.81
39   09 Nov 2021        1829.97
40   08 Nov 2021        1824.59
41   05 Nov 2021        1817.81
42   04 Nov 2021        1791.42
43   03 Nov 2021        1777.19
44   02 Nov 2021        1787.10
45   01 Nov 2021        1792.12
46   29 Oct 2021        1783.59
47   28 Oct 2021        1799.69
48   27 Oct 2021        1796.70
49   26 Oct 2021        1793.63
50   25 Oct 2021        1807.94
51   22 Oct 2021        1792.47
52   21 Oct 2021        1784.91
53   20 Oct 2021        1781.73
54   19 Oct 2021        1768.79
55   18 Oct 2021        1764.02
56   15 Oct 2021        1767.63
57   14 Oct 2021        1795.05
58   13 Oct 2021        1791.83
59   12 Oct 2021        1760.47
60   11 Oct 2021        1753.35
61   08 Oct 2021        1756.95
62   07 Oct 2021        1755.01
63   06 Oct 2021        1764.06
64   05 Oct 2021        1759.43
65   04 Oct 2021        1768.13
66   01 Oct 2021        1761.02
67   30 Sep 2021        1753.14
68   29 Sep 2021        1728.90
69   28 Sep 2021        1735.37
70   27 Sep 2021        1751.29
71   24 Sep 2021        1750.87
72   23 Sep 2021        1745.79
73   22 Sep 2021        1767.05
74   21 Sep 2021        1775.07
75   20 Sep 2021        1765.18
76   17 Sep 2021        1754.86
77   16 Sep 2021        1753.92
78   15 Sep 2021        1795.15
79   14 Sep 2021        1803.80
80   13 Sep 2021        1793.11
81   10 Sep 2021        1787.78
82   09 Sep 2021        1794.80
83   08 Sep 2021        1790.82
84   07 Sep 2021        1795.75
85   06 Sep 2021        1823.69
86   03 Sep 2021        1827.46
87   02 Sep 2021        1809.54
